Event,Ardn_time_ms,ADC,SiPM_mV,Deadtime_ms,Temp_C
704,364512,99,21.91,3661,22.83
705,365562,433,104.37,3666,22.72
706,365703,211,35.96,3671,22.83
707,365714,115,23.18,3676,22.83
708,367063,60,17.43,3682,22.94
709,367551,263,45.37,3688,22.62
710,367650,89,21.05,3694,22.72
711,369256,67,18.51,3699,22.94
712,369869,61,17.60,3705,22.94
713,370287,231,39.55,3711,22.72
714,370316,270,46.71,3716,22.62
715,370384,62,17.75,3722,22.83
716,370528,492,134.92,3728,22.72
717,372253,147,26.19,3734,22.72
718,373548,455,117.03,3739,22.72
719,373558,280,48.67,3744,22.62
720,374068,81,20.25,3750,22.83
721,374334,143,25.74,3755,22.83
722,374506,79,20.03,3760,22.94
723,376060,57,16.93,3765,22.94
724,376217,249,42.85,3770,22.51
725,376820,91,21.23,3776,22.83
726,377105,49,15.48,3781,22.62
727,377285,83,20.46,3786,22.72
728,378054,79,20.03,3791,22.94
729,378244,81,20.25,3796,22.94
730,378523,319,57.64,3801,22.94
731,379018,67,18.51,3806,22.72
732,379281,78,19.92,3812,22.83
733,379780,156,27.28,3817,22.72
734,380032,99,21.91,3822,22.83
735,380226,344,64.67,3827,22.94
736,380657,70,18.93,3832,22.72
737,381955,319,57.64,3838,22.72
738,382234,112,22.94,3843,22.83
739,382283,88,20.96,3848,22.94
740,383285,57,16.93,3853,22.83
741,383302,448,112.41,3858,22.72
742,383488,334,61.44,3864,23.15
743,383854,295,51.75,3869,23.05
744,384576,62,17.75,3874,22.94
745,384681,71,19.06,3880,22.72
746,384913,192,32.67,3885,22.94
747,384960,60,17.43,3890,22.72
748,385730,92,21.32,3896,22.72
749,385944,51,15.86,3901,22.62
750,386032,110,22.78,3906,22.83
751,386475,79,20.03,3911,22.83
752,386558,105,22.39,3916,22.83
753,387121,615,227.36,3921,22.62
754,387134,56,16.76,3926,22.51
755,388117,63,17.91,3932,22.83
756,388164,145,25.96,3938,22.51
757,388308,147,26.19,3944,22.94
